sender,no_reacts,text,label
$USER0642,0,"Ce cauta acest slugau basist, neamțu, un mare jeg penal!",ABUSE
$USER1500,0,"Marș Terhes, cameleon mizerabil !!!",ABUSE
$USER0600,0,plecați dracului de manipulatori,ABUSE
$USER2418,1,În prima linie vom fi noi mamele ca să ne apărăm fii de acești slugoi,ABUSE
$USER3728,0,Jigodiile dracului,ABUSE
$USER0864,0,Mamá voastra de Tradatori si Curve! O sa ne bagati in Razboi cu Rusi din cauza deciziilor voastre de Lasi si Perversi,ABUSE
$USER4073,0,SA. PIARĂ. DICTATURA. JOSNICA. SATANISTA. SLUGILE. IOHANES. GUVERN. PARLAMENTARI. CAGHEBISTI.,ABUSE
$USER4068,0,Felicitări români patrioți adevărați Jos sataniști huligani interlopi din guvern!,ABUSE
$USER0431,0,Satana de chiriac,ABUSE
$USER3308,0,Puiu Traian Suciu dobitocule .du-te mă să cumperi ulei sal bei cu ouă crude că să poți să latrii .bou îndobitocit .farA coaie .castrat .,ABUSE
$USER0435,0,"DUCEȚI-VĂ DRACULUI CU NATO ȘI UE, LUAȚI-L PE PUTOAREA DE IOHANIS ȘI TOȚI HOȚII DIN GUVERN ȘI PARLAMENT ȘI DUCEȚI-VĂ ÎN RĂZBOI!!!",ABUSE
$USER1557,0,PESD niște jigodi,ABUSE
$USER2651,0,Gunoiule nimeni nu merge la război...,ABUSE
$USER2950,0,Bogdan Stoian muie,ABUSE
$USER1620,0,"Nu pot distribuii , cenzorii slugarnici ai sistului satanic lucrează .",ABUSE
$USER0316,0,Poate cazi dracu cu masina intro groapa jeguaso,ABUSE
$USER0429,3,Slugoiul de Chiriac este incantat si foarte fericit.,ABUSE
$USER1991,0,"Sluga de la cotroceni sā fie imediat arestat, politia si jandarmeria sunt slugile ticalosilor criminali si tradatori ai Romaniei si Poporului Român",ABUSE
$USER2348,0,Dana Mihuț unii sunt prosti rău de tot și habar nu au ce ne așteaptă … popor de PR-iști lași sclavi fricoși (unii),ABUSE
$USER4197,0,Natalia Gyk Bacyu morți mă ti,ABUSE
$USER2481,0,"BAI GUNOIULE RETARDATULE DACA MAI INDRAZNESTI SA O JIGNESTI PE DOAMNA DIANA ,AI PROBLEME CU MINE !",ABUSE
$USER2993,0,Sa inceapa razboiul ca asa va sterpim . Si voi presa ati manipulat oameni ducetiva dracu . Sa Imi dea armament in mana,ABUSE
$USER0377,0,Ion Ciopata asa este .. dar de vina suntem noi ca nu.i trimitem în origini .. gunoaie penale care ne conduc,ABUSE
$USER0387,0,Ba sunteti in urma Satanistul Citu,ABUSE
$USER0400,0,Jos cu satanisti.,ABUSE
$USER3591,0,Alo jigodiilor de jandarmi ducetiva dracului la lupta lasati lumea in pace nu aparati criminali sa ia sa plece totata mafia criminala,ABUSE
$USER0325,0,"Hai slugilor ragusiti ,tare",ABUSE
$USER1507,0,Domnul Luis lázaro mereu ați avut dreptate cum a avut și Dan Diaconescu dar l-au închis gunoaiele ca le spunea tot în fata,ABUSE
$USER1036,0,Tigan Presedinte,ABUSE
$USER0750,0,"Suntem groapa de gunoi NATOau facut ce fac AMERICANII, o tara o cuceresti, distrugandui industria , educatia, apararea o indatorezi si o domini fara probleme ..... Au nevoie de sclavi",ABUSE
$USER3851,0,"DRAGI ROMÂNI JOS MAFIA, POLIȚIA ȘI JANDARMERIA SLUGILE HOȚILOR ȘI CORUPTILOR DIN GUVERN ȘI PARLAMENT",ABUSE
$USER0791,0,Săracilor so s...I ca si bogatul și săracul tot în aceasi direcție ajung,ABUSE
$USER2001,0,"Comunistul de COARNĂ CÎT ARE VENITUL LUNAR, A IEȘIT LA PENSIE LA 45 DE ANI",ABUSE
$USER0109,0,"DA, SI ACESTI 70 000 DE MILITARI VOR FI PUSI SUB COMANDA FRANTEI, ASTA PTR AL IRITA PE PUTIN.NAZISTUL ASTA DE JOHANNIS VREA SA IMPLICE ROMINIA PTR A NE BAGA IN RAZBOI DIRECT",ABUSE
$USER1584,1,Au început să bruieze transmisia gunoaiele din securitate,ABUSE
$USER3669,0,"Simion tu ești mai gay și și mai drogat ca Zelenscky, măcar ăla este căsătorit și are copii care-și iubește țara !",ABUSE
$USER0316,0,Pizde de 2 bani care mananca cacat la RTV!!! Si ele se numesc jurnaliste,ABUSE
$USER2585,1,"ASTA SA FACEȚI DOAMNA SENATOR , BLOCATI TOATE ACESTE JEGURI CE CRED CA POT ACOPERI STRALUCIREA UNUI DIAMANT PRIN FAPTUL CA ARUNCA CU NOROI PESTE UN DIAMANT!",ABUSE
$USER0724,0,Problema lu Sosoaca e AUR si sta sa bage limbi la PSD.,ABUSE
$USER3643,0,Alin Ionescu mizerie ești tu fraere,ABUSE
$USER0340,3,Marș în America gunoaielor!,ABUSE
$USER0332,4,Gunoaiele lumii.,ABUSE
$USER2905,2,Mamele Romice sunt mai ceva ca țiganii cind e vorba de copii lor,ABUSE
$USER0482,0,Afară din Tară Gunoaielor,ABUSE
$USER3361,0,Simioane ești mare gunoi,ABUSE
$USER0081,3,Kovesi e sluga lui Ursula!,ABUSE
$USER0296,0,"kmala jooooo... bunăciunea creolă a americii, vine la Dulapul de la Cotroceni. Gioană prostănacul e pe budă în diaree cronică, nu mai are hârtie igienică......",ABUSE
$USER3418,0,VAGABONDUL SIMION LA PUSCARIE. DETURNEAZA PROTESTUL. LARAZITUL. MARS. FACUT LA BETIE DE TAC SU PENAL ALCOOLIC,ABUSE
$USER2131,0,Iohanis satanistule,ABUSE
$USER1976,0,Aur la containar de gunoi,ABUSE
$USER0687,2,Programul dulapului sclav! Falimenteazà tot sà fie cumpàratà Tara cu 3 €.,ABUSE
$USER2119,0,Degeaba avem bogații că sintem prostii proștilor niște lași fricoși și pupincuriști slugile străinilor.,ABUSE
$USER1204,0,Mwe maimuțelor vaxinate,ABUSE
$USER1128,0,Munteanu Valentin să-ți luam toții morții in pula.,ABUSE
$USER3571,0,Daca protestati asa nu se rezolva nimic ori se intra peste ei si muie la jandarmi ori degeaba,ABUSE
$USER1889,0,ÍEŞIȚI AFARÃ DIN CASE OAMENI BUNI...SATANIŞTII ÃŞTIA NE OMOARÃ CU ZILE..ÎNCEARCÃ DIN TOATE PÃRȚILE!,ABUSE
$USER1770,0,"Bă sulă, dacă intrăm în război o să mai lucrezi la mă-ta la coada vacii.",ABUSE
$USER0326,0,Te doare capul cu slugărnicia României pana acum nu au mai venit Americani acum au venit sa ne bage în război huoooo,ABUSE
$USER2528,2,Dar tu nu poți merge in pizda mati.... gunoiule,ABUSE
$USER1165,2,La puscărie toți jegosi din parlament și confiscare totală a averilor !,ABUSE
$USER0400,0,"Da ce te doare pe tine ma de alti.Daca vrei sa anchetei,anchetează javrele noastre,care a omarit oameni în asa zisa pandemiei.Tu judeca criminali din tara noastra.",ABUSE
$USER2215,0,Du-te mă in pula mea de hemoroid ce ești!,ABUSE
$USER2807,0,Sti ca te-ai născut cu un singur neuron și ala putred?saracule dute ma și rineste la vaci!,ABUSE
$USER3258,0,Noi suntem slugele europei,ABUSE
$USER0391,0,"Sa meqrga la ea in tara sa,si ia si slugile",ABUSE
$USER2299,0,Gelu Visan e o marioneta si un gunoi ordinar,ABUSE
$USER0297,0,"Numai frustratii comenteaza pe aici . Nu au fost in stare sa faca nimic cu viata lor , niste boschetari, si fac propaganda pe aici ca nu au alt servici",ABUSE
$USER0242,8,A venit Curva satanista sa ne bage in razboi!!,ABUSE
$USER3736,0,Jigodia statului bugetar .....jandarmeria și poliția comunistă.....abuz de putere 2 anii,ABUSE
$USER1106,2,Codruța la cratiță ce sa faca o panarama de muere ca președinte.,ABUSE
$USER0330,0,Coboara cioara.,ABUSE
$USER2650,0,Du-te mă an mata cu NATO al tau cu tot !,ABUSE
$USER3148,0,Sa va fut in gura uraaa,ABUSE
$USER0283,0,Sa lovească o bomba mașină satanei,ABUSE
$USER2609,0,Mergeți dracului,ABUSE
$USER2630,1,Romani vad ca vor să ne anrolez an război daca ne da arme asa putem să scăpăm de jegos de la conducere,ABUSE
$USER1119,0,Pe satana aia niciodata,ABUSE
$USER0693,5,"Lazarus,asta duhneste a hoit globalist satanist. De ce l- ai invitat?",ABUSE
$USER3714,0,Jandarmii dece mai poate măști jegoși ordinari,ABUSE
$USER0867,0,Vă e teamă că vor pleca tinerii și nu are cine să vă apere marș jegosilor mincinoși și lăsați tinerii să plece,ABUSE
$USER1389,0,Acest live trebuie încheiat... Urgent! Jegul ăsta de Terheș..este un sclav vândut!,ABUSE
$USER1446,0,A3 niște gunoaie,ABUSE
$USER0333,0,Bagameas pl în planul vostru și în războiul vostru trebuie sa dau 20 de milioane sa fug din tara sa nu fiu carne de tun,ABUSE
$USER0629,0,"NULITATILE DE CANAL : PSD PNL SI CELELALTE JAVRE DILUATE , VOR PICA LA URGENTA , STIU ACEST LUCRU , NU POT SA MAI CONTROLEZE NIMIC . TAVALUGUL A DEMARAT . DECI : REVOLUTIE REALA .",ABUSE
$USER1629,0,GELU VIŞAN UN JEG SECURIST !!!!,ABUSE
$USER0803,2,PACE!NEUTRALITATE!FARA GRUPURI DE LUPTA IN ROMANIA!JOS SATANISTII!,ABUSE
$USER0624,0,Mihai Neamtu o javra globalista!!,ABUSE
$USER0865,0,ROMÂNIA TV SÂNTETI GUNOAIE CARE IMPUTITI MINȚILE ROMÂNILOR CU INFORMAȚII MIZERABILE.SA AVEȚI PARTE DE TOATE PROSTIILE PE CARE LE TRANSMITEȚI.,ABUSE
$USER4084,0,Va SUSTINEM SI CIND APAR LA JUDETENE TOT JAVRE AJUNG,ABUSE
$USER3394,0,Jigodii de politisti tot din banii nostri sunteti platiti,ABUSE
$USER2762,0,Ba timpitile tu esti un papagal zdreato c'è esti,ABUSE
$USER0322,0,Gabriel Trifa marș usr - ist împuțit!!,ABUSE
$USER0370,3,Dute dracu fa retardo sa mă pis pe tine vin sa ne bage în război retarzilor oarba după voi de nenorocitii,ABUSE
$USER3101,0,Sugi picxu tataie,ABUSE
$USER0043,2,"MArs ,maaa tarane psihopat!",ABUSE
$USER3294,0,Țigan aurolac prorus,ABUSE
$USER3010,3,"Gunoaiele societăți să nu se uite la adevăr ,mutați-vă pe manipulare( minciună )gen A3 etc",ABUSE
$USER0428,0,Avenit curva AN tara noastra,ABUSE
$USER0333,0,Asta cred ca a venit sa ii dea Iohanis la buci,ABUSE
$USER3000,0,Exosta 2 feluri de curve :alea deștepte și alea proaste.. Noi romanii suntem privite ca alea proaste Stam și la f... Și acceptam sa nu fim nici plătiți,ABUSE
$USER1315,1,Stirile curuluiiii vin rusiii ati belit belita politicienilor bubuie viloaiceleee ahaaaaa,ABUSE
$USER2620,0,Tradatori.Nu mai avem SUVERANITATE DACA PREDA ARMATA ALEI TARI.SATANISTI CONDUC ROMANIA,ABUSE
$USER2612,2,Sa crape iohanis care are creierul topit,ABUSE
$USER2230,2,SUA e curva de lux!,ABUSE
$USER0690,0,Păcat că suntem români păcat că am ajuns așa prostii asta că suntem conduși de trădători și jigodii,ABUSE
$USER1485,0,cine sa vorbeasca ma cu un prost ca tine? du te n crucea jegoasa pe care o slujesti,ABUSE
$USER3901,0,"Mascati, jandarmii,Ninja.politia la razboi cu voi in prima linie....aveti antrenament tiai drecu de jigodii...",ABUSE
$USER3875,0,Aveți grija ca vor începe curvele sa va aresteze cind se sparge tîrgul.....,ABUSE
$USER3425,0,MAI DUTE DRACU DE JEGOS.,ABUSE
$USER1390,0,România este sluga la UE!,ABUSE
$USER0462,3,"Nu mai vă simțiți prea importanți cu această vizită masonică perversă că România tot gunoaie suntem pentru ei,acea ce de fapt sunt ei gunoaie masonice perverse",ABUSE
$USER0268,0,S-o ia gaia de urata,ABUSE
$USER1389,4,Păi dacă îi susții pe Ucrainieni...normal că urmăm noi!!!! Muie Terheș,ABUSE
$USER2889,0,Mihaela Pad muie fa tarfa,ABUSE
$USER1688,0,"Mesagera satanistilor ,Kamala ,o să i dea ordinul slugoiului astăzi !",ABUSE
$USER0010,0,"Cu cât vom scoate mai mult la lumină această rasă kazară, cu atât mai mult omenirea se va elibera de aceste satane globaliste kazare !",ABUSE
$USER3375,0,USR la. Gunoi este un partid de cacat,ABUSE
$USER1754,0,"Interesant nu au putut sa dea de tine pt ca sclavii luale-am familia in pl de servicii slugi ale guvernului barau asta. Ba, io sa va iau morti-n pl sclavilor !",ABUSE
$USER1738,0,Ucraina nu e tara noastră să se omoare cu rusia nu e treaba noastră să ducă Iohanis să lupte el pentru ei să o ia și pe nevastă-sa poate o fute Ucraina și rusia,ABUSE
$USER3211,0,Dute ma in pula mea cu vrajeala ta,ABUSE
$USER0267,2,Iohanis îți vin satanele sa te apere de furia poporului român de ce ti e frica oricum nu scapi,ABUSE
$USER0483,0,Chireac esti un gunoi,ABUSE
$USER2714,0,Care interes al poporului bă jigodiilor!,ABUSE
$USER0309,3,Ce grijă are Iohannis să te văd împușcat hoț și trădător ce ești,ABUSE
$USER1991,0,Mā rog zi si noapte la Bunul Dumnezau si Maica Sfantā sā vā protejeze zi si noapte si nu numai sā vā ajute la curātat grādina Māici Sfinte de toti ghimpi si târâturi trādātoare,ABUSE
$USER3074,0,Musat Florin ăsta vă e nivelul la toți . Cu asta vă arătați . Vai de voi !!! Scursurile societății sânt mari patrioți !!! Vai de voi !!!,ABUSE
$USER3151,0,asasinii hitleriști care ne au ingropat morții în saci de plastic vor plăti vre o dată ?,ABUSE
$USER1991,0,"Huo politiei, slugi ieftine si infecte",ABUSE
$USER2875,0,MAI DAȚIVĂ DRACU DE PROSTI,ABUSE
$USER0129,0,Marș în rusia bolșevic nou ce ești !,ABUSE
$USER0345,0,"Faceti plecaciuni, slugarnicilor!",ABUSE
$USER1145,0,"So ia dracu de târfă penală.. A dat cu curul în stânga și-n dreapta ,de a ajuns așa sus..!",ABUSE
$USER1927,0,Ba da vrem război cu Parlamentul României și cu naziști + neomarxiști eu dacă îmi pune arma in mâna o sa m-a duc de partea rușilor,ABUSE
$USER0896,0,Ati uitat cand rusi in al doilea razboi mondial va violau bunicile in gura si dupa le furau tot cred ca va placut,ABUSE
$USER2664,0,Politica romanesca la gunoi ........,ABUSE
$USER2910,0,"Panarama isterică, huiduma nebună!",ABUSE
$USER0260,0,"De cand America ne are ca pe copii, ne protejeaza. Sa ca ia dracu pe totii politicieni",ABUSE
$USER3850,0,Pe ei futui in gura!!!!,ABUSE
$USER0336,5,Marşşş jigodie de jurnalistã,ABUSE
$USER3827,0,Mereti dracului de jeguri,ABUSE
$USER2555,0,"Du.te dracu si lupta tu pe front di lasa.ne in pace! Mars cu razboiul vostru, satanistilor!",ABUSE
$USER0333,0,Toți Magnați sunt Sataniști sunt controlați de Satana,ABUSE
$USER0821,0,Rusineee javre imputite javre PUTIN VREA PACE TRAIASCA PUTIN JAVRE MINCINOASE,ABUSE
$USER1996,0,George simion garoi trădător!,ABUSE
$USER0507,0,"INTALNIRE INTR JUPANI SI SCLAVI , TRADATORII și pionierii / Și-au dat mâna peste țară / Și-n avântul primăverii / Au scăldat plaiul ei minunat!""",ABUSE
$USER2778,0,Multa vrajeala cu ministrul energiei de ce nu faceti alegeri sau înseamnă ca va place sa stati cu gunoaiele pnl,ABUSE
$USER2386,1,Se ocupa de un plan international sa iti dea tie muie. Au toata sustinerea mea numai sa nu ai carii si sa nu musti,ABUSE
$USER0647,0,Critic tu esti un mare Escroc ca si Simion joci în două bărci Băgatai p în mata,ABUSE
$USER1661,0,JOS IOHANIS CY JEGOSIU,ABUSE
$USER3505,0,Felicitări domnul George Simion! Cu Dumnezeu înainte până scăpăm de toate lichele care ne conduc.,ABUSE
$USER0510,0,Slugilor... Lingailor. Vindutilor. Dumnezeu sa va aiba in grija... Dupa faptele voastre....,ABUSE
$USER1158,0,"Ba vandutilor, FMM DE NENOROCITI",ABUSE
$USER0329,0,La noi în România nu trebuie să atace poporul rus presidentia Românie! O atacă militarii români dacă gunoaiele de la putere din România face recrutare în România!,ABUSE
$USER2933,0,Țurcan mai bine se trezea moartă!!!,ABUSE
$USER3396,0,Taci mai nazistule,ABUSE
$USER2338,0,Tu ești o labă tristă,ABUSE
$USER2063,0,Tu și Șoșoacă două gunoaie.,ABUSE
$USER0865,0,Taci maimuțoi Proamerican satanist ce ești.,ABUSE
$USER1877,1,Sosoaca la gunoi,ABUSE
$USER3114,0,O mahalagioaică nenorocită.....,ABUSE
$USER0392,0,Satanelor plecați din Romania.Vrem pace.Neutralitate pentru ROMÂNIA.,ABUSE
$USER2168,0,Bună seara Putin sa fie dracul spânzurat sa nu mai moară oameni nevinovați și copii sa mai sufere .,ABUSE
$USER0518,0,Bai jos cu tototi de la Guvern jegui penale hotilor ati vndut toatta tara am terminat cu pademia acum razboaie steti Manipulati,ABUSE
$USER3249,1,Daca romanu i-a arma in mina va-ti dus dracu Va ampusca de la Ala Z,ABUSE
$USER2765,0,Tu ești jigodie,ABUSE
$USER0478,0,"A venit să dea ordinele la slugi, adică ăștia de ne conduc. Suntem câteva milioane de rezerviști, care, abia așteptăm să ne înarmeze. Au curaj?!",ABUSE
$USER0388,0,Vin gunoaiele sa cumpere România putin câștiga eu știu deja ca dacă putin nu câștigă mănâncă globalisti tot asa ca se întâlnesc mizeriile cu gunoaiele,ABUSE
$USER3863,0,Hooooo sclavvii de jandarmi si politie huuuoooo,ABUSE
$USER2950,0,Mama nu mai e iao tu cu mata,ABUSE
$USER0968,0,Auzi ba mai futeo si pe mata ca mincati căcat toți va dau la muie,ABUSE
$USER1448,6,TERHES DUTE DA- TE CU CAPUL DE PERETI PÂNĂ CÂND PIERE SATANA DIN TINE,ABUSE
$USER0671,0,Ești un gunoi du-te fi solidar in pizda msti,ABUSE
$USER1587,1,"Clara Popescu ești intrusă,ai cont fals, ți-am verificat contul mai fraiere, ți-ai făcut cont fals esti un gunoi",ABUSE
$USER3637,0,Bravoo pe ei și pe manele lor.,ABUSE
$USER3113,0,"Din Clanul ce da M,,e curioșilor",ABUSE
$USER0109,0,VA FUT IN GURA DE IDIOTI DE LA FACE BOOK PTR CA EU VA CONSIDER NISTE SLUGI OCULTISTE . SINTETI NISTE LABAGII,ABUSE
$USER0660,0,"Pentru gunoaiele tradatoare de la conducerea României, POPORUL ROMAN VREA PACE! NU NE BAGATI GUNOAIELOR INTR-UN RAZBOI CARE NU E AL NOSTRU!",ABUSE
$USER3644,0,Maria Cristogel așa am zis și eu la sclavi ăștia ce ne-au vândut pe o pungă de malai atâta valoare au,ABUSE
$USER2107,0,Se intrerupe mereu securistul iti s.p sigur john new york,ABUSE
$USER2729,0,Dispari jeg userist,ABUSE
$USER1231,4,morții mamei voastre de naziști,ABUSE
$USER2658,1,Bai nebuniloe rusi nu a venit la voi sa va f lasati lumea Ca' e saracie mare dati munca la Tiberio off focu pe voi,ABUSE
$USER4134,0,IOHANNISE NEAMT IMPUTIT ..VENIM SI TE ARESTAM!!,ABUSE
$USER3541,0,Iohanis sluga americanilor,ABUSE
$USER3642,0,iesiti cat mai multi in strada Altfel nu se rezolva nimic.PE EI SI PE MAMA LOR DE HOȚI. Felicitari,ABUSE
$USER2092,0,Cei mai mari jegosi sant media,ABUSE
$USER0428,0,Santem curva lui SUA,ABUSE
$USER3821,0,Jos cu gunoaiele,ABUSE
$USER4137,0,sosoaca te respect mult sa iti bag cardanu,ABUSE
$USER2848,0,ZBIARA FIRAI A DREACU DE NEBUNA,ABUSE
$USER1420,0,De ce dracu nu va duceti voi la rusi sa scapam de toate mizerile din tarã?,ABUSE
$USER0871,3,"Aceleași scursuri ordinare, martorii lui covid s-au transformat în analisti militari",ABUSE
$USER0084,0,"STAU CA ȘOBOLANII, JIGODIILE",ABUSE
$USER1218,0,Și cu muistu asta care mănâncă cacat,ABUSE
$USER0126,0,DOAMNE DUMNEZEULE SA NE FEREASCA DE SATANISTI!!!,ABUSE
$USER1530,3,"Bai fraților ,n-o sa ne apere nimeni. Și rușii o sa ne facă praf. Ce jeguri de politicieni avem.",ABUSE
$USER4185,0,Anjura.si.vorbeste.numai.panaramele.prost.nu.crede.ce.ne.asteapta.vaide.capu.lor,ABUSE
$USER0077,0,Terhes mai facut sa mi schimb parerea dupa tine !!!! Esti o curva cu doua fete!!!,ABUSE
$USER3216,2,Bai lingailor slugilor asa neatii mințit de 32 de ani hotiiii criminali mafiotiii trădătorilor .,ABUSE
$USER0373,0,Marș cu tot cu America voastră . Futuva în g.... A,ABUSE
$USER2351,0,Ma mai du-te-n plm ....mâncător de rahat!!,ABUSE
$USER0183,0,"Broscarul de terheș ,tu vorbești că ești sclavul Americi",ABUSE
$USER1732,0,Crima pt crima Jos cu jegurile carè imi vrea râul,ABUSE
$USER0954,0,"Constantin Mazarache prost gandeti,o sa vezi ce fa fute simo la urma uraaaaa",ABUSE
$USER2688,2,"Toți care vă perindati prin televiziuni sunteți cele mai mari jigodii, nu aveti nimic uman în voi...",ABUSE
$USER0870,0,Mă ciolacule da numai gunoaie securiști bulangii găsești să aduci în emisiunea ta,ABUSE
$USER3667,0,Aia sa dus sa ajute pe ucraina da săraci din românia cine ii ajuta iohanis rasa lui de muist,ABUSE
$USER0079,0,Asta vor! Bolsevicii si neonazistii!!,ABUSE
$USER0196,0,"Jandarmeria v a crezcut ceafa ca la mangalita, luavar dracu",ABUSE
$USER3419,0,Comandantul sclvii lui Iohanis,ABUSE
$USER3496,0,Jos toate gunoaiele,ABUSE
$USER3798,0,Tiai scos turma la pascut animalule ma jigodie ordinara,ABUSE
$USER0449,0,Rusii au sute de mii de soldati futuva in gura de gunoaie nu 15000,ABUSE
$USER0842,0,Sa te arda focurile iadului Putin.,ABUSE
$USER1217,0,VA PARASIT????da futu va in gura de javre nu din cauza voastra a plecat lumea ca ia ti lasat fara locuri de munca ati inchis si vindut tot sa va luptati voi labagiilor,ABUSE
$USER0227,1,Ești o lepră vîndută doamna paracetamol,ABUSE
$USER1688,0,"O să pornim război împotriva slugilor ordinare ,altfel nu există scăpare !",ABUSE
$USER3418,0,HUO ADUNATURA DE SARACII ANALFABETA.,ABUSE
$USER3287,0,Uniți să fim puternici și să învingem tot RĂUL și cu toți penali afară cu voi toți jegoși,ABUSE
$USER2925,0,"Jos este inframundo , diáspora umilita si aruncata la gunoi , stam pe un butoi de praf de pusca!!!",ABUSE
$USER1367,0,Tk ești dus O slugă stilată,ABUSE
$USER3364,0,Tebuie demisi toți guvernanți împreună cu Iohanis acest tradator de ne-am și Țară un neamț ordinar,ABUSE
$USER3264,0,Idiot popor încă sintem votăm scursurile comuniste Marca PSD alias Aur sau PNL securist.,ABUSE
$USER0671,0,Ești un ordinar vandut !!,ABUSE
$USER2937,0,JOHANNIS CIUCĂ ȘI TOATE SLUGILE TREBUIE SĂ FIE ALUNGAȚI DE LA PUTERE URGENT MIZERIILE CRIMINALII GUNOAIELE CĂPUȘELE PARAZIȚII EXCROCII,ABUSE
$USER3450,0,Boicotați televiziunile slugi propagandiste ! Cereți operatorilor de cablu scoaterea acestora din grilă ! Suntem sătui de minciunile lor !,ABUSE
$USER1428,2,Lăsați-l in pace pe puțin și uitativa la bil psihopatul care a omorât milioane de oameni in ultimii doi ani,ABUSE
$USER4143,0,"Dați afară ? Nuuu , nu o sa fie dați afară ! O sa fie băgați la carceră pe toată viața lor de gunoaie criminale",ABUSE
$USER3566,0,Sa se ducă ei cu rasa lor la razboi,ABUSE
$USER0115,0,"Bai, lasa l pe Putin, is vorbeste ne de pedofilul de Putin si de fiu su Hunter!!",ABUSE
$USER0227,0,Marș jeguri vîndute globaliștilor criminali să trimeată Putin o rachetă peste voi infecțiilor manipulatori,ABUSE
$USER3748,0,. Ar trebui sa se iasă cu topoare și arme sa luam politia și jandarmeria în Pula cu tot cu familiile lor,ABUSE
$USER3403,0,"fix pula,astia de la aur vor sa manipuleze si ei ceva,credeti in ce vreti asa am fost fututi ani de a rindul depapagali..",ABUSE
$USER2121,0,"Deci ,va dati seama ce caracter jegos are Simion?In loc sa iei 30% tu te multumesti cu 10 %.Asta ori e prost ori e prost.",ABUSE
$USER0488,0,Ducetiva la dracu,ABUSE
$USER3981,0,Sa se ducă dracu cu tot cu jandarmerie,ABUSE
$USER0717,2,UE si S U A doua curve care au trasformat lumea intr un calvar,ABUSE
$USER0435,0,"TE DOARE INIMA FUTUTE-AS ÎN BOT DE CRIMINAL PUTOAREA DRACULUI, HOT PROST!!!!!",ABUSE
$USER0845,0,Sa o sugi scroafo!,ABUSE
$USER4244,0,Vb ca o mahalagioaica,ABUSE
$USER0524,3,Atâta vocație de slugi nu cred ca mai exista alții. N-aveti niciun pic de demnitate. D-aia este tara și poporul în halul asta. Rușine sa va fie!,ABUSE
$USER3141,0,Ce ai fa cu țiganii au pula mare vrei sa te fura?,ABUSE
$USER2185,0,Să-mi bag p.... A in Câțu să îi trag,ABUSE
$USER2378,0,Prima linie iohanis cu rasa lui,ABUSE
$USER3831,0,Imputiti dracului voi nu aveti copii,ABUSE
$USER2735,0,Marș in pula mea de bulangiu....iar o sugi lui jelinski????,ABUSE
$USER0608,0,sa ii ia dracu cu pnnr-ul lor,ABUSE
$USER3175,0,dati la o parte fraților pe gunoaiele polițiști,ABUSE
$USER0316,2,A aterizat CIOARA!!!! Mars la tine acasa!!!,ABUSE
$USER2134,0,Petrica valdar roman stricatoru cica a rfi plecat pote lo gasi vreo rachetă firar masa dracu de stricatori,ABUSE
$USER1293,1,Ba voi sunteți prosti? La ce dracu mai primiti elicoptere? Dati-va dracu! Chiar meritati împușcați!!!,ABUSE
$USER0399,0,Tot ie amabil Iohanis și iute cu țiganca ie forte activ,ABUSE
$USER0297,0,Imi pui mana pe cuc poate,ABUSE
$USER3659,0,O să vă cadă guvernul la polițiști și la jandarmeria futuva morții în gură de ruși,ABUSE
$USER3034,0,"Nu m-am uitat Luis...câte vizualizări ,pe care le vânezi,ai avut cu gunoiul de Simion?",ABUSE
$USER3286,0,"Du-te de aici, rebut uman, tu, slugă a occidentului, zici de AUR că este sluga rușilor. Arunci cu căcat, în vreme ce tu ești corupt",ABUSE
$USER0292,0,CE RĂZBOI JIGODIILOR CA PUTIN DISTRUGE LABORATOARELE DE VIRUSU SI BOLI APOI SCOATE OCULTA DIN UCRAINA,ABUSE
$USER2916,0,Gramada de gunoi esti tu!!,ABUSE
$USER1361,0,Care covid domnule cînd la bruxel se spala bani.murdari Ursula este una dintre ele. Hoață dracu aia trebuie eliminata și omorita,ABUSE
$USER2665,0,Unde sunt acum parlamentarii ? Să scoată toată Romia în stradă ! Nu mai avem nevoie de cine nu reprezintă România şi interesele românilor ! Jos cu slugoii ! Să plece acasă !,ABUSE
$USER3728,0,Draciii în loc sa tina cu lumea,ABUSE
$USER0399,0,"Sa vă ieie dracu cu mintea vostra și cu,condusul vostru de prosti",ABUSE
$USER1516,0,NATO ESTE O CURVA CRIMINALA SATANICA,ABUSE
$USER0286,0,Puneți-vă masca zdrențelor,ABUSE
$USER3566,0,Acum sa rezolvați ceva dar fără violenta ei o sa rămână nepăsători trebuie fututi în gura întrat peste ei în birouri și batuti,ABUSE
$USER2711,1,Bravooo sa se duca dracului toata cloaca de hoti cu pensii speciale,ABUSE
$USER0333,0,Iohanis băgai limba puțin în Chizd@ lui doamna Hery,ABUSE
$USER0400,0,Sariti pe ei dă-i dracu de criminali.,ABUSE
$USER1082,0,nu ne mai uitam la tv sa se uite Iohanis cu morti masi ori cum ne mint dam ajutoare la straini si Romani nostri urla foame si saracia in noi,ABUSE
$USER2708,2,Voi Niati fugărit din Țară așa că sugeți voi ceva,ABUSE
$USER0954,0,Mihai Cezar si eu zic SA ma sugi impreuna cu Simó,ABUSE
$USER1917,0,"Gargara sputnik, Sosoaca disperata, Seful ei Putin Încolțit, mai are puțin și va fi aruncata la coșul de gunoi Împreună cu toți rusofilii din România.",ABUSE
$USER0331,0,Huuuuuuu tuvan gura,ABUSE
